Median_House_Value,Distance_to_coast,Tot_Rooms,Median_Age,Population,Median_Income
128000,3737.461952,1205.0,32,1799,2.375
204300,31704.34519,3855.0,28,2517,3.505
117800,49576.95894,344.0,34,315,3.1786
365600,27582.43896,2195.0,50,878,6.884
265400,21474.31645,2023.0,23,678,7.0913
82000,29255.36123,2756.0,17,1986,3.2234
136700,74638.34097,1658.0,2,868,5.1365
181300,2342.136819,135.0,52,93,2.1484
115400,18229.12934,602.0,36,645,3.1964
150400,3737.461952,1730.0,38,1724,2.7308
72400,73661.1953,2199.0,27,744,2.1094
193800,51862.70717,80.0,4,55,7.7197
188300,9263.091921,4296.0,20,1732,4.8036
152800,9614.262907,1281.0,35,710,4.8304
235800,29058.88648,1299.0,17,825,4.5
87800,50664.23306,3249.0,21,2611,1.9423
270700,24908.00673,1740.0,52,749,3.5673
152500,52723.93165,4979.0,33,2575,3.7958
278000,24226.66741,1527.0,17,775,5.9658
134400,22277.32681,1614.0,17,1031,2.0956
258100,22122.29187,3155.0,14,1208,4.1964
128800,51867.33009,2742.0,34,1761,3.2481
117900,6166.745063,1341.0,19,1048,1.975
450000,3554.677453,4910.0,29,3438,4.0432
98700,4356.354355,1234.0,46,1183,2.3309
254500,19371.23539,1390.0,30,1460,2.2422
244400,19344.59907,1166.0,38,584,3.6667
106500,76413.83469,5009.0,18,2948,3.0042
175800,18615.61624,1080.0,36,719,4.2679
259400,7441.937006,3642.0,26,1623,5.8426
367300,8220.410207,2862.0,26,1030,7.912
96100,65222.73558,2938.0,22,1501,2.7356
85400,115890.6379,2546.0,25,1338,3.2596
152500,24396.72658,2378.0,8,1410,2.9097
350000,17675.87152,812.0,20,494,3.25
219200,22349.04685,3828.0,49,2862,2.4677
325900,9357.78709,3038.0,34,1140,7.0548
157500,18797.96775,2964.0,22,2639,2.4833
89800,14537.36494,1314.0,38,1080,1.5872
92400,61640.50634,3676.0,34,2653,2.5804
123200,14273.1036,1926.0,28,1717,1.9385
192500,3242.337318,2387.0,38,1537,2.3147
174800,10680.36721,1259.0,14,889,4.9464
160100,26198.57676,1535.0,28,1937,4.1146
166700,11519.87322,1474.0,12,1009,4.0521
77800,79593.19106,975.0,16,337,1.6607
361500,8824.71514,4985.0,27,1928,6.4978
227100,25696.52696,5817.0,11,2538,4.221
97100,18525.32002,1407.0,38,1783,1.8086
145700,109093.8814,2095.0,13,860,3.6838
113900,5976.288058,2436.0,52,1015,1.725
183200,39118.09864,2226.0,34,1464,4.4102
214500,8192.659112,1716.0,35,914,5.5737
111500,61719.92639,3951.0,32,1916,2.6722
171200,11519.87322,1946.0,14,1205,4.2109
130000,9124.0673,2222.0,25,1025,1.64
120800,21235.00314,69.0,10,50,3.75
26900,80284.67313,2745.0,46,1423,2.1955
176100,36469.71449,2861.0,30,2065,3.2024
409700,13275.25371,2621.0,27,1063,3.9848
255600,7716.557677,4944.0,5,1727,4.9
306400,32704.04316,1956.0,14,671,6.5841
173900,25748.0328,2085.0,35,1112,3.4886
177800,2541.133847,3924.0,45,1992,4.1146
176300,22437.62203,1434.0,37,1667,2.4375
233100,7632.426885,2254.0,38,951,3.0812
241700,5791.128874,840.0,11,1338,2.3333
139400,19005.02602,2339.0,43,1732,3.0987
291000,22498.58159,1604.0,35,802,5.752
185400,4500.344666,4175.0,31,3310,3.1989
414800,39542.8136,1883.0,45,764,6.5078
154000,26486.17562,2854.0,36,2816,3.6
159900,8836.381628,2495.0,19,1571,2.5833
73700,117593.6229,1631.0,47,847,2.5062
178100,867.5988292,2949.0,19,1425,2.9615
132300,15866.84885,1665.0,16,1301,2.8403
162300,81955.59695,1442.0,9,633,5.0227
175200,38889.6509,2741.0,29,2449,3.6944
90100,2370.420099,5694.0,21,2907,3.5363
131300,23175.5186,637.0,40,1150,1.8625
137500,79155.38126,1716.0,29,850,2.9324
288200,4616.072966,583.0,35,235,5.943
189400,48640.61941,2517.0,34,1324,3.0938
457700,7262.457945,3052.0,31,1581,3.0744
65900,26936.88365,820.0,31,576,1.69
189000,41512.73556,1137.0,37,672,3.2969
331000,3874.439305,2074.0,52,1136,4.7703
217900,3838.265595,2101.0,44,1038,3.108
77100,47871.00264,2015.0,25,746,1.7153
137000,53155.45,2050.0,11,1044,4.8281
210900,22773.29668,1767.0,49,1066,3.0958
100000,110465.7401,333.0,23,198,0.4999
224700,23354.45737,1127.0,34,588,4.375
191000,13161.55903,1453.0,47,721,5.5176
95800,59497.57093,2374.0,14,723,1.3532
86000,67824.36451,3184.0,9,1929,2.3844
164100,53892.59791,2040.0,16,1207,5.0431
166500,13161.55903,1297.0,47,704,3.3214
270500,20567.8155,726.0,33,351,3.1458
181300,22473.52609,1790.0,30,1827,1.7562
370000,4253.691468,1968.0,52,784,3.3702
43300,64941.04131,1995.0,32,1069,1.6552
106700,86751.77289,3098.0,21,1351,2.598
291400,12174.62299,1365.0,35,662,5.6533
211100,39706.14782,3189.0,35,1727,5.0758
249300,5298.151771,1811.0,47,948,3.0379
68300,119078.443,1054.0,22,428,1.2548
215400,37265.75494,1843.0,38,1449,2.2174
185600,8301.31386,4595.0,16,2849,2.478
104800,16524.56101,1489.0,45,791,2.2339
216600,45907.20764,3357.0,32,1696,4.2685
121500,80635.23301,2877.0,24,1141,4.2059
147200,15810.1031,1706.0,32,923,5.5057
383900,10959.41949,782.0,36,348,6.828
119800,71054.15265,4018.0,15,2070,3.0733
177300,24126.21268,5274.0,29,6234,2.5947
239400,6903.329471,1961.0,42,1211,3.5156
455000,4959.418087,1632.0,26,598,3.2125
174300,27657.60837,325.0,34,433,5.5124
174500,48313.5149,1004.0,34,772,3.8571
229200,20250.18401,2818.0,31,4126,2.053
156900,37277.65072,2342.0,35,2176,3.7454
135500,24839.8277,3091.0,15,1602,4.0071
50000,35938.83777,1970.0,19,1166,1.8208
210000,24946.12422,2050.0,52,957,3.5603
193100,100432.8888,1654.0,23,787,4.2723
54200,24729.59861,1633.0,41,885,0.9782
373400,17619.20228,4154.0,17,2149,5.5919
306500,10050.67748,2781.0,20,1242,6.1092
227800,19570.52752,2365.0,25,1197,3.7031
136300,61442.60076,1031.0,8,606,2.8194
271300,3971.984156,2139.0,24,971,4.3859
111600,64173.87286,1122.0,25,564,3.1654
213300,31539.93854,3220.0,23,1299,3.9261
204100,8413.882205,1387.0,33,890,5.422
113300,66244.2267,1174.0,16,601,1.7143
142400,40675.96994,2027.0,8,1781,3.0806
218100,10139.67412,4026.0,24,2264,3.1327
233000,50088.44887,1959.0,31,1021,4.3145
226900,10845.55893,1013.0,32,436,5.1118
150000,3369.385809,1711.0,31,1092,1.0714
85400,2706.676792,2285.0,50,837,2.5417
154800,73984.48522,1179.0,29,672,3.1125
99200,67627.04866,3170.0,32,2612,3.6394
170200,26799.22833,2895.0,11,1633,4.7283
139600,28813.03695,1353.0,21,1688,1.9937
213300,11265.46045,2695.0,21,1888,3.2857
288900,5050.356047,3172.0,23,1467,4.6806
120300,6166.745063,2197.0,32,1784,1.901
127200,35270.17198,3055.0,35,3738,3.375
141000,39907.06404,2399.0,11,2307,3.5625
128100,72443.96475,1772.0,6,1011,3.7045
187500,19623.21417,51.0,38,41,6.0224
232500,10800.68234,1722.0,28,1161,3.2228
198400,3780.843247,1739.0,26,599,3.0875
137000,25085.24463,2312.0,13,2038,3.1378
278000,5392.74648,2351.0,34,1063,3.725
89000,71002.32649,952.0,23,321,1.5208
92200,9659.970416,2056.0,16,847,2.9576
230600,22577.98321,2004.0,34,843,3.59
325800,4676.714802,941.0,44,493,3.6458
90000,82464.43895,2898.0,33,1374,3.6856
45600,117885.2701,1293.0,32,1109,1.1786
287700,6934.473279,2864.0,10,1300,4.3875
355300,15704.24288,2158.0,38,1061,2.9643
210300,7170.083321,1240.0,31,719,3.535
87500,99574.83915,320.0,32,222,2.9271
69400,65486.61475,674.0,38,701,1.3942
249400,22292.66052,2435.0,26,1088,5.9397
233300,33716.82583,1137.0,25,800,2.4286
206700,20766.93077,2394.0,36,1490,4.3261
120700,58751.40545,1599.0,35,721,4.125
305200,9788.096466,3847.0,20,1725,3.3447
286100,10184.51466,3273.0,25,1645,5.8195
145500,29459.7785,1384.0,42,1825,1.4178
195600,22034.48898,2331.0,30,2172,2.1888
237500,5268.258654,1521.0,36,736,4.3542
68000,111691.4793,1639.0,26,1222,1.7656
180500,8855.397146,1729.0,33,1073,4.2083
134400,29495.43205,852.0,11,806,1.3971
219900,7509.686689,3175.0,26,2460,3.125
136300,13656.73143,1686.0,46,870,3.4643
379000,2939.201806,3245.0,27,1572,5.3773
161300,11114.49788,4093.0,7,2228,5.2523
312200,2605.76886,2367.0,22,1333,3.6304
146800,8479.22727,1278.0,33,1157,3.5054
293800,54798.67144,1279.0,26,412,6.1731
287600,18322.9017,3223.0,25,1529,5.121
354300,5244.789707,1361.0,40,559,6.3516
126500,81754.03381,4458.0,5,2392,4.5938
162200,11519.3404,1988.0,20,1277,2.9414
240700,27824.18809,2529.0,17,1756,5.1017
125000,8717.4906,166.0,32,63,7.3004
362500,9615.643717,958.0,20,590,2.6094
83400,2968.727175,707.0,43,417,2.5139
227500,12697.92852,2114.0,35,1077,5.4876
126000,73503.01955,3592.0,16,1740,3.0703
121400,17081.66719,883.0,19,726,0.9809
231800,14107.96087,1379.0,33,795,4.6713
124200,65157.30064,1386.0,15,703,3.6415
99100,18421.49043,2851.0,26,1544,3.5379
134500,25886.77316,3570.0,12,3321,4.0882
131000,6511.655861,2128.0,22,1420,3.2687
177500,2599.638961,1237.0,17,762,0.9241
282200,19396.14493,2417.0,31,1102,3.8906
149700,4334.39136,1811.0,35,911,3.375
87500,59230.18645,102.0,26,43,0.536
137500,19006.79533,3184.0,34,2474,1.631
397600,7752.597643,3581.0,16,1644,5.041
158300,46268.57144,4426.0,21,1856,4.1
107800,2231.72789,950.0,30,1073,1.8664
125000,105043.9601,410.0,42,706,1.0179
139100,49687.97362,5364.0,17,3754,3.2857
187500,1526.605358,120.0,20,55,2.625
196700,17258.41115,4257.0,9,1293,3.7139
160400,18941.65403,1679.0,36,2249,2.8167
224200,29676.60495,2473.0,20,2228,5.6817
64900,62249.03261,1087.0,41,462,2.0224
176000,54581.00279,3942.0,15,2240,4.8311
195300,8916.074108,1348.0,30,885,3.2574
212500,8859.838949,1892.0,22,1015,4.1379
26600,80441.46882,1440.0,34,808,2.3013
161900,39349.36191,2241.0,36,1743,4.6587
101100,9761.175961,1667.0,20,1292,2.0893
371400,16747.79363,680.0,48,268,4.615
364700,18631.84639,2638.0,34,1150,4.2989
387100,7154.659885,2795.0,39,1183,5.779
274800,3547.437233,1873.0,35,945,5.5184
160600,19802.70162,504.0,47,375,3.6607
146200,26360.61201,1967.0,28,734,4.9583
316700,7859.041244,2500.0,17,1242,7.7313
82700,57306.76362,1198.0,30,1019,3.0509
71800,87969.62741,3183.0,34,1820,2.2321
94400,65731.49717,5330.0,8,2143,2.1103
358800,18793.67039,3223.0,14,1230,6.5964
158100,44744.88968,1005.0,35,742,3.5481
162000,30425.2106,1908.0,41,1557,2.9194
88200,69927.51893,3757.0,29,2022,3.5429
274200,1381.680293,2527.0,43,1332,3.0465
218400,26296.33662,3583.0,19,2300,3.0214
180500,19484.99906,1058.0,41,778,3.3534
187500,9534.009131,1569.0,24,715,3.1146
98000,109560.9544,2163.0,10,1174,3.375
270500,40882.31136,1685.0,27,757,4.2434
137500,22023.72754,3958.0,13,1981,3.4764
162100,14586.15561,2477.0,4,1234,5.5427
235300,32282.56052,2103.0,34,1355,4.5795
184400,47175.71875,4900.0,19,2519,4.8497
171800,19992.95486,1570.0,45,1321,3.7361
65200,117437.057,2035.0,44,1030,1.4661
97400,13125.67531,1898.0,42,1503,2.5179
343800,6260.482532,1039.0,30,606,3.125
223700,8252.901884,665.0,36,273,3.7321
113200,62773.87714,3671.0,28,1733,2.2292
119400,60570.18767,712.0,26,293,4.0119
129900,21572.87495,5685.0,9,3773,3.0426
189700,21495.62084,3756.0,32,1611,3.8667
215300,7535.324028,2863.0,24,1583,3.1981
172500,33185.32069,3112.0,17,1392,3.0222
178300,13518.75393,1769.0,35,1166,2.875
213700,21621.20483,1337.0,35,692,5.1155
248400,17645.79791,3017.0,33,1423,5.6163
227800,17217.54539,2206.0,31,1194,1.9531
155100,30330.90295,1962.0,34,1488,3.9091
204900,19180.62173,2915.0,18,1340,5.2452
65000,92551.36336,613.0,36,310,3.0658
241300,21201.44716,1732.0,28,1198,2.9219
335500,19747.90081,2887.0,31,1626,3.6745
252200,7743.81708,3587.0,50,1513,5.5106
54000,24783.45539,461.0,41,382,1.275
146600,13235.23813,1408.0,48,682,2.9271
86100,29223.85609,2475.0,27,1703,2.5727
181800,13313.08226,2373.0,33,1673,3.0685
288300,20347.54222,2034.0,34,1016,5.8127
67500,119986.2118,114.0,52,158,1.075
117400,66621.0561,1922.0,28,1565,3.915
292900,14704.87223,1156.0,16,455,7.2779
159400,85969.93123,5807.0,5,2602,2.4012
384500,8708.923085,3486.0,34,1311,7.1221
279600,41074.11465,1774.0,46,753,4.7241
162500,56239.71316,761.0,5,2031,0.7526
275000,21294.03551,1939.0,34,817,3.6705
114200,68469.17312,2554.0,17,723,3.2375
171700,13319.81057,1701.0,26,989,2.5119
170600,34829.87986,2229.0,16,1199,3.4821
206300,19528.58474,1102.0,17,317,3.5893
244400,3866.746246,1297.0,27,776,2.4643
284800,25441.19224,2071.0,52,825,4.2414
224400,6717.155781,1704.0,17,781,5.6605
318300,7280.133969,2460.0,15,962,7.3878
114900,12496.15344,3504.0,36,2521,2.5679
116500,12850.28651,4085.0,19,2133,2.919
225000,22246.10105,858.0,47,365,2.0385
130800,40298.91927,1698.0,24,927,3.5625
123200,20924.94581,1095.0,27,1300,2.6548
349600,25867.91816,3821.0,18,1430,6.9399
220300,6102.00492,1127.0,22,697,3.3971
176500,32984.39165,1510.0,43,809,3.599
295300,18077.80404,1893.0,37,911,4.8036
112500,56731.66424,3181.0,29,1603,3.25
417900,12181.8878,2053.0,52,900,3.0707
188000,16043.99273,1078.0,34,575,4.5083
14999,61064.66015,803.0,52,628,4.1932
178900,20074.56392,2938.0,16,1718,5.5073
60600,63701.84384,1481.0,23,1079,1.867
183300,12239.42408,2782.0,15,983,2.1935
118800,6219.14339,1157.0,23,640,2.1548
334000,10130.39438,2420.0,18,1278,5.2101
275100,16859.06855,4626.0,18,2794,5.6917
232000,27790.31904,4331.0,22,1952,5.4834
252100,27920.02388,4003.0,35,2785,4.1213
387000,58470.84685,4899.0,22,1701,5.2449
349100,18213.88272,2423.0,33,998,7.5349
163900,47126.94702,1994.0,33,993,3.766
274600,16488.75234,2952.0,33,1264,4.4209
135000,53501.57628,2626.0,24,2204,1.7806
262300,24799.12599,1971.0,34,917,6.0965
208600,16917.56775,3236.0,27,2230,3.5625
298100,5803.925083,1459.0,39,761,5.0081
109800,48693.33242,1538.0,51,1173,2.3156
172800,6392.990791,5135.0,32,2152,4.1325
211900,25871.07786,1932.0,23,997,3.662
271400,32419.03188,4337.0,24,1936,5.8904
166100,30014.65942,2749.0,18,1779,3.925
162500,20996.59416,1521.0,48,1772,2.2232
338200,3958.327258,4789.0,16,1840,6.7474
200200,11530.04338,3337.0,19,1646,5.0195
159200,26490.75639,1737.0,35,826,3.2411
134700,78925.76772,4384.0,33,1775,4.05
115500,70741.13339,1998.0,27,970,4.8224
261000,22711.22531,2411.0,15,1144,4.3472
232600,12408.67734,2677.0,18,1391,2.5067
306600,30812.01649,3800.0,27,1587,4.7237
102500,45377.51039,722.0,21,770,2.5656
154600,36288.78364,2547.0,34,2108,3.4722
130100,111545.2426,3075.0,10,1368,4.6667
245000,12393.98704,2612.0,22,1361,4.1319
122200,82640.12598,1734.0,36,604,3.8292
285800,17955.12465,2023.0,33,1016,3.9417
194100,18565.2508,2264.0,45,1076,3.0139
175000,36808.14329,1896.0,17,971,0.8438
359900,39998.64475,1713.0,38,779,5.6152
272400,41266.93535,1410.0,48,677,3.2596
171900,4012.371429,896.0,21,735,0.9218
200000,25466.3591,350.0,37,342,3.0687
190400,16638.51909,5556.0,26,4545,3.0902
169500,15885.28813,825.0,15,334,4.0391
115000,102389.525,4773.0,21,337,3.9375
127000,31030.87568,2204.0,11,1472,2.3693
56200,113037.4066,2248.0,33,1461,2.9402
214700,33716.82583,1526.0,25,1304,3.1892
170800,19061.78014,2628.0,18,2276,2.735
217400,33938.42586,4863.0,17,2266,4.2321
79200,31128.73539,2130.0,18,863,2.3571
89400,4308.700383,658.0,44,869,1.9338
202200,51379.97359,4086.0,28,1973,2.621
372800,9887.628858,1006.0,43,520,6.5669
99300,65158.27657,1503.0,33,652,3.6937
226400,4186.563957,1619.0,27,831,4.3
265000,7225.149344,206.0,46,134,4.15
100000,22692.70578,299.0,49,287,1.2096
36700,19585.13006,938.0,31,425,1.0486
450000,1521.470879,1394.0,28,716,1.5132
90300,15268.79053,795.0,44,716,2.0
133900,11355.36461,3669.0,35,1694,3.9485
68900,119120.7446,1297.0,44,776,2.5875
290000,3310.326663,2114.0,22,1300,3.4208
435800,8063.305312,2328.0,24,969,7.7364
152000,63758.60149,2039.0,43,875,3.9844
234100,18905.55597,1823.0,36,1589,3.1065
241600,7224.28002,2662.0,38,1132,4.0057
87500,10670.36759,692.0,44,398,1.1576
185100,22927.96657,2890.0,19,2203,2.6696
215800,20361.16207,1109.0,35,515,5.2118
111200,117222.4993,3026.0,14,1349,2.8021
268600,11635.05437,2098.0,45,1343,3.9615
245600,33680.86218,3344.0,24,1768,5.8305
180400,31701.93559,2012.0,52,1314,3.925
414700,4218.719707,4486.0,26,1873,6.5704
121400,51834.78596,2320.0,29,1358,3.7333
216700,6546.975576,1189.0,37,645,2.4672
158200,26859.90102,1759.0,34,1282,3.0491
204200,7284.396232,1071.0,52,440,4.0662
81800,66325.80333,1906.0,17,1550,3.025
202000,11557.86554,1438.0,32,802,4.1964
200000,5543.782801,589.0,52,288,3.5156
355200,14686.5865,1821.0,40,777,2.3375
284500,9006.693997,4827.0,18,2471,6.1181
179200,33232.10966,284.0,36,130,3.1429
300000,2727.608734,2479.0,52,1816,3.0774
140400,1526.605358,4037.0,18,2722,1.4282
353100,5697.789437,1330.0,29,613,4.6591
143200,11169.22938,1890.0,44,1378,3.8819
228700,20008.66632,1498.0,40,707,3.7974
143100,67249.68988,2532.0,27,1305,2.9107
273800,3184.134391,3011.0,52,1303,5.1039
302600,32478.29959,1649.0,16,769,6.6455
191600,16863.07499,1475.0,38,827,4.7663
98800,115205.7904,1991.0,34,804,3.4492
152100,11687.9947,4835.0,20,2983,4.3428
206600,1414.755917,1577.0,52,836,3.5893
319300,29507.94503,1287.0,29,525,6.4171
225000,12146.41394,337.0,36,223,3.2404
161800,11531.1917,2874.0,15,1382,5.5137
142100,37452.66205,2230.0,46,1985,2.2328
192200,47297.97279,1324.0,34,799,4.5234
390600,21661.89589,3025.0,29,1035,6.112
165900,4824.027621,1267.0,46,792,2.525
374100,14351.0187,2946.0,52,1258,3.9783
129000,28179.75703,1807.0,36,2118,1.55
216300,23476.5147,2962.0,16,1555,2.5804
344600,24801.01326,943.0,34,378,5.1765
285200,30594.60801,1949.0,4,868,5.0151
249200,7649.429466,1774.0,36,784,5.0447
95800,62508.58521,1342.0,27,844,1.1194
104800,14635.11536,1433.0,42,775,1.1326
466700,6233.902702,3089.0,39,1175,7.5925
99600,65941.32338,1580.0,41,881,2.7538
334000,5802.964382,3678.0,24,1554,6.5173
68500,119750.9307,2033.0,33,914,2.6964
256000,21830.60926,1747.0,46,770,5.4217
321400,4517.275202,1875.0,34,1491,2.8417
192300,2342.136819,2893.0,45,1923,3.6607
102500,16366.08786,2782.0,12,1968,0.971
435900,7775.723097,4536.0,20,1812,6.0433
338700,5201.769793,2110.0,20,1008,6.1509
71800,118541.6212,336.0,27,195,5.3946
145600,27394.31449,2631.0,40,2920,2.0764
213300,22535.90575,1175.0,42,1593,2.3438
112500,12601.45212,775.0,52,1054,2.0172
180800,17830.57585,1766.0,34,974,3.0703
120700,12771.7557,923.0,36,603,3.5687
165000,26325.61966,845.0,37,881,2.2454
77600,21672.50951,1112.0,48,583,2.3393
377300,9994.417727,875.0,16,300,2.625
300600,81907.92607,3707.0,9,1601,4.0714
81800,2706.676792,1975.0,46,791,3.8
319400,19661.20239,2197.0,31,944,3.7312
193500,25867.91816,2176.0,19,1002,4.9743
238600,5894.424659,3290.0,45,2466,3.6588
222700,25736.10756,589.0,37,375,3.3897
317600,3874.439305,2515.0,52,1583,4.3393
150900,23990.15718,2058.0,4,933,4.2448
137500,9206.197526,2693.0,19,1765,2.4206
55900,27353.78915,964.0,28,782,2.3269
152100,9587.088876,2355.0,14,1883,5.0311
154400,21505.24183,1428.0,30,989,3.691
125400,12769.88835,886.0,38,505,3.5938
85800,12270.03753,1246.0,17,424,2.2882
155400,12429.3376,2009.0,38,1449,2.7045
130100,20791.79886,5428.0,5,2725,3.9323
223400,13554.66359,2542.0,16,1022,4.0
115000,81604.61787,1607.0,33,608,4.3438
77100,80823.33914,2469.0,44,1363,1.8396
433300,20801.73772,1875.0,52,735,5.8659
206200,11114.7408,3259.0,34,1250,5.3794
202700,32416.34226,2007.0,17,895,3.2813
159200,26139.73794,1645.0,37,1077,4.3203
232800,12000.5936,920.0,52,525,2.9444
342900,2952.873296,2812.0,51,1171,3.875
281300,22044.48873,4068.0,11,918,3.1272
122300,5296.199967,2190.0,15,1570,1.875
42500,23746.56562,288.0,52,272,0.696
151700,24341.1278,3252.0,13,1915,4.2137
247700,4960.144111,1507.0,52,929,3.8958
270700,40844.32787,2869.0,41,1627,5.0736
153400,20996.59416,1155.0,39,1857,2.1696
208600,30673.72943,4853.0,33,2855,3.2622
141400,14195.02482,5201.0,22,3280,4.7952
150000,6735.163378,1640.0,29,939,2.8321
192600,13201.81103,2217.0,46,1107,2.8009
163700,64214.75619,1114.0,9,529,4.7159
158300,27344.30007,125.0,38,63,1.3594
259400,57641.95871,2181.0,16,1133,5.7214
278400,5326.326892,3541.0,29,2259,4.3039
358500,4920.697117,2501.0,38,805,6.5576
228200,26360.61201,1176.0,15,485,5.9441
159000,24033.26031,3388.0,31,3558,2.4049
127600,26926.25921,1894.0,47,1629,3.7619
335900,5235.26536,1122.0,44,531,4.0598
318500,2307.118535,2050.0,52,1109,2.6719
75200,21879.02992,965.0,45,498,1.6944
155800,36288.05119,1453.0,33,1609,3.7578
192000,30091.29643,734.0,41,565,2.2813
95400,14635.11536,1102.0,36,702,1.5256
414400,3932.841529,4382.0,30,1775,6.7809
211500,7719.607314,2683.0,33,1520,5.0091
402200,14395.61325,3484.0,10,1469,5.4188
158300,4783.74843,1692.0,5,814,3.663
75400,51916.39103,1893.0,34,884,2.1679
152800,14101.32806,1884.0,33,1518,3.1194
218200,11703.1163,2386.0,37,1101,4.6908
93500,8975.148875,1265.0,47,587,2.6364
352400,6260.482532,2059.0,25,1349,3.2396
177800,109783.6526,4289.0,17,958,2.4659
122800,26102.97041,1754.0,52,1849,2.3716
100000,4774.240134,979.0,52,975,1.2375
180900,15968.02692,2666.0,29,2030,2.5432
87100,15354.84691,2178.0,16,1192,2.3339
219200,10207.51191,413.0,30,400,4.0
197400,16365.78171,2838.0,30,1758,3.3831
222800,12346.86278,4398.0,32,2777,4.1321
158300,16704.48452,4209.0,15,1914,4.5135
159100,25006.71186,4192.0,21,2101,4.4306
195200,15636.84544,3061.0,29,2396,4.6326
150100,60058.49942,3655.0,6,1993,4.6053
79500,79763.99773,1859.0,52,968,1.2034
175400,4734.000408,2159.0,32,981,4.3173
335600,26000.86944,4677.0,16,1902,6.1834
158000,52448.16543,4887.0,10,2637,4.0611
139800,19792.50818,3075.0,45,1635,2.2721
120100,103715.9292,2032.0,13,1038,4.2891
217500,74139.38299,3425.0,12,1357,5.3344
420800,4074.410735,5470.0,27,1916,6.994
122500,33996.33045,1953.0,31,999,2.4906
357400,3431.230797,1332.0,46,746,3.6719
289900,3184.134391,3037.0,52,1242,5.2128
334900,15109.86831,3393.0,29,1471,6.2064
162900,35567.61339,5026.0,27,3899,3.871
253100,7293.523142,2736.0,32,1279,5.5422
186000,26505.39643,1475.0,34,698,3.8194
220800,2662.400077,1468.0,52,870,2.9688
188500,22176.12117,465.0,17,146,4.9018
184800,23747.92817,977.0,41,865,3.2317
157700,30060.73327,440.0,39,270,6.0582
192000,11308.60826,1153.0,36,639,4.0
155800,3812.406838,2241.0,18,1521,2.0292
329300,1212.201711,1778.0,15,908,7.674
218100,10040.23166,1726.0,36,820,5.5767
